h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,employment_industry,employment_occupation
0,2,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,2,3,0,1,1,0,0,3,1,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,4,0,0,0,2,1,0,0,1,0,0,7,0,2,0,6,2
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,1,2,7,1,1,0,8,20
1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,4,3,0,4,1,0,0,0,1,1,2,1,1,0,6,1,1,0,19,13
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,3,3,1,0,1,0,0,1,0,3,0,12,19
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,4,0,0,2,2,3,1,1,0,0,0,8,2,1,0,19,13
1,2,0,1,0,1,0,0,1,1,1,0,0,0,1,3,0,1,3,0,1,0,2,3,1,1,0,0,0,2,0,1,3,0,4
0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3,0,0,3,0,0,3,0,3,1,1,0,0,0,4,1,1,0,20,17
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3,0,3,0,0,1,0,0,2,0,0,0,4,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,2,1,1,1,7,0,2,2,12,19
1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,2,0,0,2,0,0,4,3,3,1,0,0,0,1,9,1,1,0,19,21
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,2,1,3,0,0,0,1,2,1,2,0,1,1,0,2,1,2,19,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,3,0,2,3,3,0,0,1,0,0,8,1,0,0,20,10
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,0,0,3,0,2,0,0,0,5,2,1,2,18,5
2,2,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,3,3,0,3,2,2,3,0,1,0,0,0,6,2,1,0,1,21
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,1,1,1,0,0,0,1,1,0,14,15
2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,1,3,2,1,3,0,3,0,0,2,1,1,1,2,1,2,0,12,19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,0,0,1,2,9,0,1,0,5,3
3,1,0,1,0,1,1,1,1,0,0,0,0,0,1,2,0,0,2,0,0,4,2,3,0,0,1,1,1,7,0,0,0,6,11
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,4,0,0,3,1,0,1,1,0,9,2,3,0,19,13
1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3,0,0,4,1,0,3,3,3,1,1,0,0,1,6,2,1,0,6,7
2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,3,0,4,0,0,3,2,0,3,0,0,0,0,0,4,0,1,0,12,19
1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,2,0,1,1,0,0,1,0,3,0,1,0,1,20
1,2,0,1,0,1,1,1,1,0,1,0,0,0,1,2,0,0,4,0,0,0,3,3,0,0,0,0,1,4,2,1,2,0,10
2,1,0,0,0,1,1,1,1,0,0,0,0,0,1,3,3,4,1,0,1,2,3,2,0,0,1,1,0,9,1,1,1,20,17
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,0,0,4,3,3,0,0,1,0,1,6,0,0,0,4,16
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,0,3,1,0,1,0,1,6,0,0,0,19,13
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,3,1,0,0,1,0,8,2,1,0,19,13
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,2,3,0,0,0,0,0,5,2,1,1,12,19
2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,0,0,3,0,3,3,0,0,0,0,1,3,2,3,2,12,10
2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,1,3,1,1,0,3,3,0,1,1,0,1,2,0,2,0,12,19
1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3,0,0,3,0,0,3,0,3,1,1,0,0,0,4,2,1,0,20,17
0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,3,1,0,1,1,0,9,1,0,0,12,7
0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,4,0,2,1,0,1,0,1,7,0,0,0,19,13
2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,4,1,1,3,1,3,1,0,0,0,2,1,1,1,4,2,1,0,12,19
2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,4,3,4,4,3,4,2,0,1,0,2,0,1,0,8,0,3,3,15,18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,3,1,2,1,0,1,8,2,1,0,19,13
3,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,0,3,1,0,1,0,3,1,1,0,0,0,6,2,1,3,20,17
2,2,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,3,2,2,1,0,1,0,0,7,0,1,0,18,5
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,3,1,1,2,0,3,1,0,1,1,0,5,1,1,0,19,13
2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,3,1,1,3,2,3,2,0,2,0,1,1,8,0,1,1,14,11
1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3,1,1,1,1,1,1,3,3,0,0,1,0,0,8,0,1,0,12,19
2,1,0,1,0,1,0,0,1,0,0,0,0,1,1,3,1,0,3,1,3,0,0,3,1,0,1,0,0,3,0,1,0,0,4
0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,3,1,0,0,0,1,0,5,2,1,0,18,7
1,2,0,1,0,1,1,0,1,0,0,0,0,0,1,4,0,0,4,0,0,1,2,3,1,1,0,0,0,0,2,1,2,6,22
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,3,1,0,1,0,1,9,0,0,0,1,20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,3,0,0,0,0,1,1,2,1,1,2,3,2,0,0,19,13
0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,2,0,0,2,0,0,1,2,3,1,1,0,0,0,3,1,1,2,18,5
2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3,0,1,3,0,0,4,3,3,0,0,1,0,1,3,2,0,0,12,19
2,2,0,1,0,1,0,0,1,1,0,0,0,0,1,4,0,3,4,0,0,2,2,3,0,0,0,0,2,7,1,1,0,18,5
3,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,4,3,3,0,0,1,0,1,5,0,0,0,16,10
2,1,0,1,0,1,0,0,0,0,1,1,0,0,1,2,1,0,4,1,0,1,2,3,0,0,0,0,0,9,1,1,2,18,5
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,3,3,1,1,2,2,3,0,1,0,0,0,0,0,1,0,18,5
1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,2,1,4,3,1,4,1,2,3,0,0,0,1,0,3,0,1,0,18,5
1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,3,1,1,3,3,3,1,2,3,0,0,0,0,0,6,0,1,2,18,5
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,1,3,3,1,0,1,0,0,0,2,0,0,1,20
0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,4,1,0,0,2,3,0,1,1,0,0,5,1,1,0,8,19
0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,3,0,3,0,0,1,0,1,7,0,0,0,20,10
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,1,3,0,3,3,1,0,1,0,2,0,2,1,0,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,4,2,3,3,0,0,0,0,0,2,1,2,2,18,5
2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,0,4,0,0,1,2,3,0,0,1,0,0,4,0,0,2,12,19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,2,3,0,0,1,0,0,6,0,0,0,6,7
1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,4,0,0,4,2,3,1,0,0,0,0,3,0,1,0,7,16
2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,2,1,3,3,3,1,1,0,3,1,0,0,1,0,4,2,1,0,10,12
0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,2,1,6,10
0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,3,3,1,1,0,0,0,2,0,2,2,19,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,0,0,0,1,7,2,1,0,12,19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,0,3,0,0,1,0,0,0,0,1,0,6,10
1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,3,1,1,1,1,3,4,1,3,0,2,1,0,1,8,2,0,0,14,10
3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,4,1,0,0,0,3,1,1,1,0,0,0,0,3,0,12,19
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,3,1,2,1,1,2,2,1,1,0,6,19
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,3,0,0,1,1,1,7,1,0,0,0,7
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,2,2,3,1,0,0,0,0,3,0,1,2,2,14
1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,4,4,0,0,0,0,2,1,3,1,0,0,1,0,6,0,2,0,1,17
2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,3,3,0,3,2,0,3,0,0,0,0,1,9,1,2,0,4,10
0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,9,1,0,2,15,7
0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,3,0,0,3,0,0,2,0,3,1,0,1,1,0,8,2,0,0,7,11
2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,4,1,1,1,3,1,0,0,0,0,0,4,1,1,3,6,16
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,1,0,1,0,1,7,1,0,0,18,5
3,2,0,1,0,1,0,0,1,0,0,1,0,0,1,3,3,3,1,1,3,2,0,0,1,0,1,0,0,6,2,1,0,18,5
2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,1,3,1,3,0,2,2,1,1,1,0,0,3,1,1,0,0,7
1,2,0,1,0,1,0,1,1,0,0,0,0,0,1,3,1,1,1,1,1,4,0,3,1,0,0,0,0,1,2,1,0,10,12
3,1,0,1,0,1,1,1,1,0,0,0,0,0,1,3,1,4,3,1,1,3,0,3,0,0,1,0,0,9,0,1,0,6,10
2,2,0,1,0,1,1,1,1,0,0,0,0,0,1,3,1,1,1,1,3,2,3,3,1,0,0,0,0,7,1,0,0,8,21
2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,0,0,0,0,1,4,0,2,0,1,10
1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,2,0,1,2,0,0,0,2,1,0,0,0,0,5,2,1,3,3,4
0,2,0,1,0,1,0,1,1,0,0,0,0,0,1,2,1,1,0,0,4,1,3,3,0,0,1,1,0,9,0,1,0,15,10
2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,3,3,0,3,1,3,3,0,0,0,0,0,7,0,1,1,16,10
1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,4,1,1,1,1,1,0,0,0,1,2,1,1,0,4,1,1,3,20,17
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,1,3,3,3,1,0,1,0,1,4,0,1,1,12,2
2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,1,3,1,3,0,3,3,1,0,0,0,0,8,1,1,3,19,13
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,3,1,0,1,3,3,1,0,1,0,0,3,2,1,0,1,1
2,1,0,1,0,1,1,1,1,0,1,1,0,0,1,2,0,3,3,0,3,2,0,3,1,0,0,0,1,9,0,2,2,1,20
1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,3,2,1,1,0,0,0,9,1,1,0,0,21
2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,2,1,3,3,0,0,2,2,3,1,1,0,0,0,1,0,1,2,6,9
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,3,1,0,3,2,3,3,0,0,0,0,0,5,1,2,0,6,10
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,4,0,3,0,0,1,1,0,8,1,0,0,15,18
2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,4,0,0,1,0,0,4,3,3,1,1,1,0,1,0,0,0,0,19,21
1,2,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,3,0,0,0,3,3,0,1,1,1,0,3,0,0,2,4,2
2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,3,0,4,0,1,4,0,0,3,0,0,1,0,1,3,2,1,0,18,5
1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,2,2,0,2,2,0,2,0,3,1,1,0,0,0,6,2,3,0,20,18
1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,0,4,0,2,3,0,1,0,1,0,4,1,1,0,19,21
1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,0,3,1,0,0,0,3,0,0,0,0,1,5,0,1,2,12,19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,0,0,2,2,3,1,0,0,0,2,4,1,3,1,1,14
0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,3,0,0,3,0,0,1,2,3,0,0,0,0,0,6,2,2,1,18,5
3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4,0,4,4,3,4,0,1,0,1,2,1,1,1,6,0,1,2,19,13
1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,1,2,1,0,0,6,2,1,0,14,15
1,2,0,1,1,1,1,1,1,0,0,0,0,0,1,4,0,0,4,0,0,0,1,3,1,2,1,1,1,3,2,0,0,12,15
2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,3,2,3,0,0,1,0,2,6,0,0,0,15,15
2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,4,0,3,3,0,3,0,3,0,0,0,1,1,0,6,0,0,0,14,10
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,1,1,0,0,0,0,7,0,3,1,20,14
3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,4,4,4,4,4,0,0,1,0,0,2,1,1,1,1,1,3,1,14,15
2,1,0,1,0,0,0,0,1,1,1,1,0,0,1,3,1,1,1,1,3,4,3,3,0,0,1,0,0,8,2,1,0,16,10
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,4,4,3,3,1,0,0,0,1,9,2,1,0,3,21
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,3,1,1,3,2,3,1,0,1,1,1,9,2,1,0,18,5
1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,4,1,1,1,2,3,1,1,0,0,0,9,0,1,0,8,7
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,4,3,3,0,0,0,0,1,0,0,1,0,12,19
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,1,3,1,1,0,0,2,5,1,1,1,19,13
2,2,0,1,0,1,0,0,1,1,1,1,0,0,1,2,0,1,3,0,3,2,0,3,1,1,0,0,0,9,0,1,1,1,10
2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,2,3,3,0,0,0,0,1,5,2,1,1,0,10
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,4,1,0,1,0,1,0,0,1,0,0,4,2,1,0,12,19
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,3,1,3,0,2,3,1,1,0,0,0,4,1,1,0,3,19
1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,3,0,0,1,0,1,3,2,1,0,6,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,0,1,0,1,9,2,0,0,1,20
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,4,0,0,3,2,0,0,0,1,0,0,6,2,1,1,18,5
2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,1,3,1,1,1,2,3,0,1,0,0,1,0,0,1,3,17,10
2,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,3,1,3,1,2,3,0,0,0,0,0,8,2,1,2,8,21
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,2,3,1,0,1,0,2,0,1,0,0,6,19
3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,3,2,0,2,2,0,0,0,2,1,1,2,3,1,0,0,1,17
2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3,3,2,3,3,0,0,0,0,2,4,0,2,0,14,15
0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3,0,0,3,0,0,0,2,2,1,1,0,1,0,9,1,1,0,18,5
2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,3,3,0,0,0,0,0,6,0,2,0,12,19
2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,1,3,1,1,3,2,3,1,0,1,0,1,7,2,0,0,1,7
2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,2,2,3,0,0,0,0,1,1,0,1,3,18,5
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,3,1,0,1,1,0,7,2,0,1,18,5
1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,0,3,1,0,0,2,3,0,0,1,1,0,0,1,0,0,18,5
1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1,3,3,0,3,0,0,0,0,1,9,2,1,0,19,10
2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,0,3,1,0,1,3,3,1,1,0,0,0,1,0,1,2,1,21
0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,2,2,3,1,1,0,0,0,3,1,1,0,0,21
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,1,3,1,1,3,0,3,0,0,1,1,0,9,2,0,0,20,10
0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,4,1,0,3,2,0,3,1,1,0,0,0,5,1,1,0,1,16
2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,3,1,1,3,3,1,2,0,3,1,0,0,0,0,5,0,1,1,19,13
2,2,0,1,0,1,1,1,1,1,1,1,0,0,1,2,0,1,4,3,0,3,3,3,1,0,0,0,1,9,0,1,3,1,7
2,2,0,1,0,1,1,0,1,0,1,0,0,0,1,3,1,1,3,1,0,2,2,3,0,1,0,0,0,9,0,2,0,12,7
2,1,0,0,0,1,0,0,1,0,0,1,0,1,1,4,3,1,0,0,0,1,3,2,1,0,0,1,0,9,1,1,2,4,2
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,2,3,1,2,3,2,3,0,0,1,1,2,2,1,0,0,18,5
3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,0,1,3,1,1,4,0,3,0,0,0,0,1,6,2,1,0,0,7
2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,4,0,1,3,0,1,1,1,1,1,0,0,0,0,4,2,1,3,19,13
1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,4,1,0,3,0,0,4,3,3,1,0,0,0,1,8,2,1,0,8,21
0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,3,0,0,2,3,3,1,1,0,0,0,9,0,2,2,12,19
2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,3,3,0,0,1,1,1,5,1,0,0,0,10
2,2,0,1,1,1,1,1,1,0,0,0,0,0,1,3,3,1,0,1,1,1,2,3,0,1,0,0,0,9,2,1,1,6,21
1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,4,2,0,3,1,0,0,0,0,9,0,1,0,19,13
0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,3,0,4,0,1,4,1,3,3,1,0,1,1,0,9,0,0,0,1,17
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,1,1,1,1,0,5,1,3,1,19,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,2,3,1,1,1,0,0,5,0,1,0,6,9
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,2,3,0,0,0,0,0,8,2,1,0,18,5
1,2,0,1,0,1,0,0,1,0,0,1,0,0,1,3,1,3,3,1,3,2,2,3,1,1,0,0,2,1,0,1,0,18,5
2,0,1,1,0,1,1,1,1,0,0,0,0,0,1,3,0,1,1,0,1,2,0,0,0,2,1,1,2,3,1,0,1,18,18
0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,4,0,0,2,3,3,1,0,1,0,0,2,1,0,0,19,13
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,1,0,1,0,0,6,2,1,0,1,20
1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,2,1,0,1,0,0,0,4,0,1,3,8,16
1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3,0,4,3,0,0,3,2,3,0,0,1,0,0,3,0,0,0,16,21
2,2,0,1,0,1,1,1,1,1,1,1,0,0,1,3,1,1,1,1,1,3,2,3,1,0,1,0,0,9,1,0,0,0,10
1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,3,1,1,0,1,2,1,0,1,1,0,5,1,2,3,19,13
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,3,1,1,0,0,3,1,0,0,0,0,8,1,3,1,19,13
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,3,1,1,0,3,2,1,2,1,1,1,1,1,0,0,6,16
2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3,1,1,4,1,1,3,0,3,0,0,0,1,1,2,0,1,0,18,5
2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,4,0,1,0,3,0,0,0,1,1,1,3,1,1,0,6,10
1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,2,0,3,1,0,3,0,2,3,0,0,1,1,0,4,1,0,0,18,5
2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,3,3,1,1,2,2,3,1,1,0,0,0,1,0,1,3,6,21
2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,3,1,1,1,0,3,1,2,3,1,1,0,0,0,8,2,1,0,7,21
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,0,0,3,2,3,1,0,1,0,1,8,2,0,0,19,13
1,2,0,1,0,1,1,1,1,0,0,1,0,0,1,3,0,0,4,1,0,2,2,3,1,0,0,0,2,5,0,1,0,18,5
1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,4,1,1,3,0,3,0,0,1,0,0,4,2,0,0,18,5
3,1,0,1,0,1,1,0,1,1,1,0,1,0,1,4,3,3,3,4,3,2,2,1,1,0,0,0,0,7,0,1,2,16,14
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,2,3,3,1,0,0,0,0,9,0,2,0,1,21
1,2,0,1,0,0,1,1,0,0,0,1,0,0,1,4,0,1,1,1,0,3,3,3,1,0,0,0,0,7,0,1,0,1,9
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,3,3,1,1,2,3,3,0,0,0,0,1,2,0,2,2,8,10
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,1,1,0,2,3,1,0,1,0,0,7,1,1,0,15,10
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,3,3,1,0,1,0,0,0,2,1,0,1,20
2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,6,0,1,2,18,5
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,3,2,3,1,1,0,0,1,8,0,1,0,1,21
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,0,3,1,0,1,2,3,1,1,0,0,0,7,2,1,2,11,21
0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,0,4,2,3,4,3,0,3,0,0,1,0,0,1,0,0,0,1,10
2,1,0,0,0,1,0,1,1,0,0,1,0,0,1,2,1,3,3,1,1,2,3,3,1,2,1,0,1,6,0,1,0,17,9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,2,3,1,0,1,1,0,3,0,2,0,2,19
1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,3,2,3,0,0,0,0,0,6,0,1,0,18,5
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,1,1,1,0,3,3,0,0,1,0,0,7,1,1,0,0,9
0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,0,0,0,3,3,1,0,1,1,0,4,1,1,0,6,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,1,0,2,3,0,0,0,0,1,1,0,1,2,18,5
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0,3,2,3,0,1,1,0,0,7,0,1,0,4,0
2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,3,1,1,1,2,3,3,0,0,1,0,0,9,2,0,1,16,11
2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,2,2,1,0,0,1,1,0,8,2,1,2,4,2
1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3,1,1,1,1,0,3,0,3,1,0,0,0,1,3,0,3,0,1,20
